"","Pollinator_gen_sp","Site_ID","Collector","Day","Month","Year","time_obs","Time","Round","Weather","Temperature","Humidity","Wind","Notes","Plant_genus","Plant_species","Plant_individual","Orden","Out","Notes_pollinators","Pollinator_id","Pollinator_genus","Pollinator_species","Subespecies","Pollinator_sex","morphospecie","Det","Frequency","Flower_abundance","Plant_gen_sp","plant_id"
"1299","Eucera notata","Convento_de_la_luz","Curro",11,2,2019,3,"13:45:00",1,"sol",18.5,36,"suave",NA,"Salvia","rosmarinus","C","Hymenoptera","focal",NA,NA,"Eucera","notata",NA,"male",NA,NA,6,500,"Salvia rosmarinus","C"
"1300","Eucera notata","Aznalcazar","Curro",11,3,2019,3,"11:00:00",3,"sol",22,45,"suave",NA,"Teucrium","fruticans","C","Hymenoptera","focal",NA,NA,"Eucera","notata",NA,"male",NA,NA,3,53,"Teucrium fruticans","C"
"1301","Eucera notata","Convento_de_la_luz","Curro",11,2,2019,3,"13:45:00",1,"sol",18.5,36,"suave",NA,"Salvia","rosmarinus","B","Hymenoptera","focal",NA,NA,"Eucera","notata",NA,"male",NA,NA,3,600,"Salvia rosmarinus","B"
"1302","Eucera rufa","Pinares_de_hinojos","Curro",18,5,2018,3,"14:00:00",8,"sol",27.5,25,"fuerte",NA,"Cistus","libanotis","CLIC","Hymenoptera","focal",NA,NA,"Eucera","rufa",NA,"female",NA,NA,2,44,"Cistus libanotis","C"
"1303","Eucera sp","Niebla","Patrick & Crona",23,2,2018,3,"16:30:00",2,"sol",18,31,"fuerte",NA,"Asphodelus","fistulosus","AFB","Hymenoptera","focal","photo",NA,"Eucera","sp",NA,"male",NA,NA,1,20,"Asphodelus fistulosus","B"
"1304","Eucera sp","Niebla","Oscar",17,3,2016,5,"17:00:00",2,"sol",25,25,"moderado",NA,"Lavandula","pedunculata","B","Hymenoptera","focal",NA,NA,"Eucera","sp",NA,"male","gris",NA,1,25,"Lavandula pedunculata","B"
"1305","Eucera sp","Niebla","Oscar",17,3,2016,5,"17:00:00",2,"sol",25,25,"moderado",NA,"Lavandula","pedunculata","B","Hymenoptera","focal",NA,NA,"Eucera","sp",NA,"male","roja",NA,1,30,"Lavandula pedunculata","B"
"1306","Eucera sp","Villamanrique_sur","Oscar",14,4,2016,5,"16:00:00",4,"sol_y_nubes",22,NA,"suave",NA,"Cistus","salviifolius","B","Hymenoptera","focal",NA,NA,"Eucera","sp",NA,"male",NA,NA,1,NA,"Cistus salviifolius","B"
"1307","Eucera sp","Niebla","Oscar",21,4,2016,5,"11:10:00",4,"nubes",16,NA,"suave",NA,"Cistus","ladanifer","A","Hymenoptera","focal",NA,NA,"Eucera","sp",NA,"female",NA,NA,1,NA,"Cistus ladanifer","A"
"1308","Eucera sp","Villamanrique_este","Oscar",10,4,2015,5,"11:20:00",4,"sol",21.9,60,"suave",NA,"Cistus","salviifolius","B","Hymenoptera","focal",NA,"BF582","Eucera","sp",NA,"unknown",NA,NA,1,6,"Cistus salviifolius","B"
"1309","Eucera sp","Villamanrique_este","Oscar",10,4,2015,5,"11:20:00",4,"sol",21.9,60,"suave",NA,"Cistus","salviifolius","C","Hymenoptera","focal",NA,"BF583","Eucera","sp",NA,"unknown",NA,NA,2,2,"Cistus salviifolius","C"
"1310","Eucera sp","Niebla","Curro",19,5,2016,5,"16:30:00",6,"sol",22,25,"suave",NA,"Cistus","monspeliensis","A","Hymenoptera","focal",NA,NA,"Eucera","sp",NA,"female",NA,NA,1,15,"Cistus monspeliensis","A"
"1311","Eucera sp","La_cunya","Oscar",20,4,2015,5,"12:30:00",5,"nubes",22,31,"suave",NA,"Lavandula","pedunculata","B","Hymenoptera","focal",NA,"PERDIDO","Eucera","sp",NA,"unknown",NA,NA,1,99,"Lavandula pedunculata","B"
"1312","Eucera sp","Bonares","Mary",8,3,2017,3,"15:00:00",2,"sol",23.5,40,"moderado",NA,"Cistus","salviifolius","CSA","Hymenoptera","focal",NA,NA,"Eucera","sp",NA,"unknown",NA,NA,1,25,"Cistus salviifolius","A"
"1313","Eucera sp","Aznalcazar","Mary",21,3,2017,3,"10:45:00",3,"sol",18,45,"moderado",NA,"Lavandula","stoechas","LSB","Hymenoptera","focal",NA,NA,"Eucera","sp",NA,"unknown",NA,NA,1,50,"Lavandula stoechas","B"
"1314","Eucera sp","El_pozo","Patrick & Crona",21,2,2018,3,"15:45:00",2,"sol",NA,NA,"moderado",NA,"Salvia","rosmarinus","ROC","Hymenoptera","focal",NA,NA,"Eucera","sp",NA,"male",NA,NA,3,100,"Salvia rosmarinus","C"
"1315","Eucera sp","Niebla","Patrick & Crona",23,2,2018,3,"16:30:00",2,"sol",18,31,"fuerte",NA,"Asphodelus","fistulosus","AFA","Hymenoptera","focal",NA,NA,"Eucera","sp",NA,"male",NA,NA,5,28,"Asphodelus fistulosus","A"
"1316","Eucera sp","Aznalcazar","Curro",6,4,2018,3,"10:30:00",5,"sol",17,56,"suave",NA,"Lavandula","pedunculata","LPA","Hymenoptera","focal",NA,NA,"Eucera","sp",NA,"male",NA,NA,5,250,"Lavandula pedunculata","A"
"1317","Eucera sp","El_pozo","Oscar",31,3,2016,5,"17:00:00",3,"sol",27,18,"fuerte",NA,"Salvia","rosmarinus","A","Hymenoptera","focal",NA,NA,"Eucera","sp",NA,"male",NA,NA,8,120,"Salvia rosmarinus","A"
"1318","Eucera sp","Niebla","Oscar",21,4,2016,5,"11:10:00",4,"nubes",16,NA,"suave",NA,"Cistus","crispus","A","Hymenoptera","focal",NA,NA,"Eucera","sp",NA,"male",NA,NA,1,NA,"Cistus crispus","A"
"1319","Eucera sp","Niebla","Patrick & Crona",23,2,2018,3,"16:30:00",2,"sol",18,31,"fuerte",NA,"Asphodelus","fistulosus","AFA","Hymenoptera","focal","photo",NA,"Eucera","sp",NA,"male",NA,NA,10,28,"Asphodelus fistulosus","A"
"1320","Eucera sp","Bonares","Oscar",11,3,2015,5,"12:30:00",2,"sol",16.8,51,"moderado",NA,"Lavandula","stoechas","B","Hymenoptera","focal",NA,"not_captured","Eucera","sp",NA,"male",NA,NA,1,254,"Lavandula stoechas","B"
"1321","Eucera sp","Bonares","Oscar",11,3,2015,5,"12:30:00",2,"sol",16.8,51,"moderado",NA,"Cistus","salviifolius","C","Hymenoptera","focal",NA,"not_captured","Eucera","sp",NA,"male",NA,NA,1,78,"Cistus salviifolius","C"
"1322","Eucera sp","Esparragal","Oscar",13,3,2015,5,"15:00:00",2,"sol",18,39,"suave",NA,"Lavandula","pedunculata","A","Hymenoptera","focal","Foto","not_captured","Eucera","sp",NA,"male",NA,NA,1,12,"Lavandula pedunculata","A"
"1323","Eucera sp","Aznalcazar","Oscar",27,3,2015,5,"15:10:00",3,"sol",25,30,"suave",NA,"Lavandula","pedunculata","B","Hymenoptera","focal",NA,"not_captured","Eucera","sp",NA,"male",NA,NA,1,31,"Lavandula pedunculata","B"
"1324","Eucera sp","Niebla","Oscar",13,3,2015,5,"10:00:00",2,"sol",18,41,"sin_viento",NA,"Erophaca","baetica","A","Hymenoptera","focal",NA,"not_captured","Eucera","sp",NA,"male",NA,NA,1,120,"Erophaca baetica","A"
"1325","Eucera sp","Aznalcazar","Oscar",24,3,2015,5,"12:30:00",2,"sol_y_nubes",15,50,"suave",NA,"Lavandula","pedunculata","C","Hymenoptera","focal",NA,"not_captured","Eucera","sp",NA,"male",NA,NA,1,21,"Lavandula pedunculata","C"
"1326","Eucera sp","Aznalcazar","Oscar",24,3,2015,5,"12:30:00",2,"sol_y_nubes",15,50,"suave",NA,"Lavandula","pedunculata","A","Hymenoptera","focal",NA,"not_captured","Eucera","sp",NA,"male",NA,NA,1,13,"Lavandula pedunculata","A"
"1327","Eupeodes sp","Aznalcazar","Oscar",2,3,2016,5,"11:00:00",1,"sol",17,46,"suave","foto","Cistus","ladanifer","B","Diptera","focal",NA,NA,"Eupeodes","sp",NA,"unknown",NA,NA,1,12,"Cistus ladanifer","B"
"1328","Exosoma lusitanicum","Villamanrique_este","Oscar",24,3,2015,5,"16:00:00",2,"sol",22,28,"suave",NA,"Cistus","ladanifer","A","Coleoptera","focal",NA,"not_captured","Exosoma","lusitanicum",NA,"unknown",NA,NA,1,3,"Cistus ladanifer","A"
"1329","Exosoma lusitanicum","Bonares","Oscar",7,4,2015,5,"11:00:00",4,"sol",18.2,54,"suave",NA,"Cistus","salviifolius","C","Coleoptera","focal",NA,"BF483","Exosoma","lusitanicum",NA,"unknown",NA,NA,1,8,"Cistus salviifolius","C"
"1330","Flavipanurgus venustus","Urbanizaciones","Pablo",20,5,2017,3,"14:20:00",5,"sol",29,25,"moderado",NA,"Cistus","crispus","CCB","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"male",NA,NA,1,10,"Cistus crispus","B"
"1331","Flavipanurgus venustus","Urbanizaciones","Curro",8,5,2017,3,"12:20:00",6,"sol",27,30,"moderado",NA,"Cistus","crispus","CCA","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"unknown",NA,NA,2,20,"Cistus crispus","A"
"1332","Flavipanurgus venustus","Urbanizaciones","Pablo",17,5,2017,3,"12:45:00",7,"sol",29.8,26,"suave",NA,"Cistus","crispus","CCB","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"female",NA,NA,1,25,"Cistus crispus","B"
"1333","Flavipanurgus venustus","Pino_del_cuervo","Oscar",6,5,2015,5,"13:15:00",6,"sol",28,17,"suave",NA,"Asphodelus","fistulosus","B","Hymenoptera","focal",NA,"BF239","Flavipanurgus","venustus",NA,"female",NA,NA,2,21,"Asphodelus fistulosus","B"
"1334","Flavipanurgus venustus","Aznalcazar","Curro",13,5,2019,3,"10:30:00",8,"sol",25,40,"suave",NA,"Cistus","crispus","C","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"female",NA,NA,1,11,"Cistus crispus","C"
"1335","Flavipanurgus venustus","Urbanizaciones","Curro",9,5,2018,3,"14:00:00",7,"nubes",25,49,"suave",NA,"Cistus","crispus","CCA","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"male",NA,NA,12,31,"Cistus crispus","A"
"1336","Flavipanurgus venustus","Bonares","Curro",9,5,2018,3,"15:30:00",7,"nubes",24,48,"moderado",NA,"Cistus","crispus","CCC","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"male",NA,NA,5,20,"Cistus crispus","C"
"1337","Flavipanurgus venustus","Bonares","Curro",9,5,2018,3,"15:30:00",7,"nubes",24,48,"moderado",NA,"Cistus","crispus","CCC","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"female",NA,NA,3,20,"Cistus crispus","C"
"1338","Flavipanurgus venustus","Urbanizaciones","Curro",16,5,2018,3,"15:00:00",8,"sol",26,30,"suave",NA,"Cistus","crispus","CCA","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"female",NA,NA,5,38,"Cistus crispus","A"
"1339","Flavipanurgus venustus","Pino_del_cuervo","Oscar",29,4,2016,5,"12:30:00",5,"nubes",18,NA,"moderado",NA,"Cistus","crispus","B","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"female",NA,NA,4,7,"Cistus crispus","B"
"1340","Flavipanurgus venustus","Aznalcazar","Curro",28,5,2018,3,"11:00:00",9,"nubes",24,41,"suave",NA,"Cistus","crispus","CCA","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"male",NA,NA,2,25,"Cistus crispus","A"
"1341","Flavipanurgus venustus","Bonares","Curro",29,5,2018,3,"10:30:00",9,"sol",17,60,"moderado",NA,"Cistus","crispus","CCB","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"female",NA,NA,3,41,"Cistus crispus","B"
"1342","Flavipanurgus venustus","Pino_del_cuervo","Curro",30,5,2018,3,"12:15:00",9,"nubes",22,51,"suave",NA,"Cistus","crispus","CCA","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"female",NA,NA,6,39,"Cistus crispus","A"
"1343","Flavipanurgus venustus","Villamanrique_este","Curro",5,6,2018,3,"11:45:00",10,"sol",23,36,"moderado",NA,"Cistus","crispus","CCB","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"male",NA,NA,2,13,"Cistus crispus","B"
"1344","Flavipanurgus venustus","Villamanrique_este","Curro",5,6,2018,3,"11:45:00",10,"sol",23,36,"moderado",NA,"Cistus","crispus","CCC","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"male",NA,NA,4,21,"Cistus crispus","C"
"1345","Flavipanurgus venustus","Villamanrique_este","Pablo",16,5,2017,3,"12:10:00",7,"sol",29,27,"sin_viento",NA,"Cistus","crispus","CCB","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"male",NA,NA,1,15,"Cistus crispus","B"
"1346","Flavipanurgus venustus","Bonares","Curro",15,4,2019,3,"15:00:00",5,"sol",29,45,"fuerte",NA,"Cistus","crispus","A","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"male",NA,NA,1,5,"Cistus crispus","A"
"1347","Flavipanurgus venustus","Pino_del_cuervo","Curro",27,4,2019,3,"12:30:00",6,"sol",20,47,"suave",NA,"Cistus","crispus","C","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"male",NA,NA,1,22,"Cistus crispus","C"
"1348","Flavipanurgus venustus","Bonares","Curro",30,4,2019,3,"15:00:00",6,"sol",28,29,"suave",NA,"Cistus","crispus","B","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"female",NA,NA,1,5,"Cistus crispus","B"
"1349","Flavipanurgus venustus","Pino_del_cuervo","Curro",1,5,2019,3,"14:30:00",7,"sol",29,44,"moderado",NA,"Cistus","crispus","A","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"female",NA,NA,1,47,"Cistus crispus","A"
"1350","Flavipanurgus venustus","Pino_del_cuervo","Curro",1,5,2019,3,"14:30:00",7,"sol",29,44,"moderado",NA,"Cistus","crispus","B","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"female",NA,NA,5,35,"Cistus crispus","B"
"1351","Flavipanurgus venustus","Pino_del_cuervo","Curro",1,5,2019,3,"14:30:00",7,"sol",29,44,"moderado",NA,"Cistus","crispus","B","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"male",NA,NA,6,35,"Cistus crispus","B"
"1352","Flavipanurgus venustus","Pino_del_cuervo","Curro",1,5,2019,3,"14:30:00",7,"sol",29,44,"moderado",NA,"Cistus","crispus","B","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"female",NA,NA,2,35,"Cistus crispus","B"
"1353","Flavipanurgus venustus","Pino_del_cuervo","Curro",1,5,2019,3,"14:30:00",7,"sol",29,44,"moderado",NA,"Cistus","crispus","C","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"male",NA,NA,3,20,"Cistus crispus","C"
"1354","Flavipanurgus venustus","Urbanizaciones","Curro",6,5,2019,3,"12:30:00",7,"sol",27,30,"suave",NA,"Cistus","crispus","A","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"female",NA,NA,3,90,"Cistus crispus","A"
"1355","Flavipanurgus venustus","Urbanizaciones","Curro",9,5,2018,3,"14:00:00",7,"nubes",25,49,"suave",NA,"Cistus","crispus","CCA","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"female",NA,NA,13,31,"Cistus crispus","A"
"1356","Flavipanurgus venustus","Urbanizaciones","Curro",9,5,2018,3,"14:00:00",7,"nubes",25,49,"suave",NA,"Cistus","crispus","CCB","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"female",NA,NA,10,26,"Cistus crispus","B"
"1357","Flavipanurgus venustus","Bonares","Curro",9,5,2018,3,"15:30:00",7,"nubes",24,48,"moderado",NA,"Cistus","crispus","CCA","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"male",NA,NA,8,12,"Cistus crispus","A"
"1358","Flavipanurgus venustus","Aznalcazar","Curro",28,5,2018,3,"11:00:00",9,"nubes",24,41,"suave",NA,"Cistus","crispus","CCC","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"female",NA,NA,3,23,"Cistus crispus","C"
"1359","Flavipanurgus venustus","Villamanrique_este","Curro",5,6,2018,3,"11:45:00",10,"sol",23,36,"moderado",NA,"Cistus","crispus","CCB","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"female",NA,NA,3,13,"Cistus crispus","B"
"1360","Flavipanurgus venustus","Villamanrique_este","Curro",5,6,2018,3,"11:45:00",10,"sol",23,36,"moderado",NA,"Cistus","crispus","CCC","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"female",NA,NA,3,21,"Cistus crispus","C"
"1361","Flavipanurgus venustus","Villamanrique_sur","Curro",5,6,2018,3,"13:30:00",10,"sol_y_nubes",23,35,"moderado",NA,"Cistus","crispus","CCC","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"female",NA,NA,1,10,"Cistus crispus","C"
"1362","Flavipanurgus venustus","Pino_del_cuervo","Curro",7,6,2018,3,"11:20:00",10,"sol",24,46,"suave",NA,"Cistus","crispus","CCA","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"female",NA,NA,4,11,"Cistus crispus","A"
"1363","Flavipanurgus venustus","El_pozo","Curro",7,6,2018,3,"12:15:00",10,"sol",26,41,"suave",NA,"Cistus","crispus","CCA","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"female",NA,NA,3,18,"Cistus crispus","A"
"1364","Flavipanurgus venustus","Villamanrique_este","Pablo",16,5,2017,3,"12:10:00",7,"sol",29,27,"sin_viento",NA,"Cistus","crispus","CCA","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"female",NA,NA,2,18,"Cistus crispus","A"
"1365","Flavipanurgus venustus","Pino_del_cuervo","Curro",27,4,2019,3,"12:30:00",6,"sol",20,47,"suave",NA,"Cistus","crispus","A","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"female",NA,NA,1,3,"Cistus crispus","A"
"1366","Flavipanurgus venustus","Bonares","Curro",30,4,2019,3,"15:00:00",6,"sol",28,29,"suave",NA,"Cistus","crispus","A","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"female",NA,NA,1,12,"Cistus crispus","A"
"1367","Flavipanurgus venustus","Pino_del_cuervo","Curro",1,5,2019,3,"14:30:00",7,"sol",29,44,"moderado",NA,"Cistus","crispus","A","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"female",NA,NA,2,47,"Cistus crispus","A"
"1368","Flavipanurgus venustus","Urbanizaciones","Curro",6,5,2019,3,"12:30:00",7,"sol",27,30,"suave",NA,"Cistus","crispus","B","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"female",NA,NA,7,87,"Cistus crispus","B"
"1369","Flavipanurgus venustus","Aznalcazar","Curro",13,5,2019,3,"10:30:00",8,"sol",25,40,"suave",NA,"Cistus","crispus","C","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"male",NA,NA,3,11,"Cistus crispus","C"
"1370","Flavipanurgus venustus","Villamanrique_este","Curro",13,5,2019,3,"15:00:00",8,"sol",37,20,"moderado",NA,"Cistus","crispus","A","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"female",NA,NA,2,7,"Cistus crispus","A"
"1371","Flavipanurgus venustus","Villamanrique_este","Curro",13,5,2019,3,"15:00:00",8,"sol",37,20,"moderado",NA,"Cistus","crispus","C","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"female",NA,NA,3,6,"Cistus crispus","C"
"1372","Flavipanurgus venustus","Villamanrique_este","Curro",13,5,2019,3,"15:00:00",8,"sol",37,20,"moderado",NA,"Cistus","crispus","C","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"female",NA,NA,1,6,"Cistus crispus","C"
"1373","Flavipanurgus venustus","Villamanrique_este","Curro",13,5,2019,3,"15:00:00",8,"sol",37,20,"moderado",NA,"Cistus","crispus","C","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"female",NA,NA,2,6,"Cistus crispus","C"
"1374","Flavipanurgus venustus","Urbanizaciones","Curro",9,5,2018,3,"14:00:00",7,"nubes",25,49,"suave",NA,"Cistus","crispus","CCB","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"male",NA,NA,5,26,"Cistus crispus","B"
"1375","Flavipanurgus venustus","Urbanizaciones","Curro",9,5,2018,3,"14:00:00",7,"nubes",25,49,"suave",NA,"Cistus","crispus","CCB","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"female",NA,NA,8,26,"Cistus crispus","B"
"1376","Flavipanurgus venustus","Urbanizaciones","Curro",9,5,2018,3,"14:00:00",7,"nubes",25,49,"suave",NA,"Cistus","crispus","CCC","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"female",NA,NA,10,15,"Cistus crispus","C"
"1377","Flavipanurgus venustus","Urbanizaciones","Curro",9,5,2018,3,"14:00:00",7,"nubes",25,49,"suave",NA,"Cistus","crispus","CCC","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"male",NA,NA,11,15,"Cistus crispus","C"
"1378","Flavipanurgus venustus","Pino_del_cuervo","Curro",15,5,2019,3,"11:30:00",8,"sol",26,35,"moderado",NA,"Cistus","crispus","B","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"male",NA,NA,5,21,"Cistus crispus","B"
"1379","Flavipanurgus venustus","Bonares","Curro",9,5,2018,3,"15:30:00",7,"nubes",24,48,"moderado",NA,"Cistus","crispus","CCA","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"female",NA,NA,7,12,"Cistus crispus","A"
"1380","Flavipanurgus venustus","Bonares","Curro",9,5,2018,3,"15:30:00",7,"nubes",24,48,"moderado",NA,"Cistus","crispus","CCB","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"female",NA,NA,4,8,"Cistus crispus","B"
"1381","Flavipanurgus venustus","Bonares","Curro",9,5,2018,3,"15:30:00",7,"nubes",24,48,"moderado",NA,"Cistus","crispus","CCB","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"male",NA,NA,3,8,"Cistus crispus","B"
"1382","Flavipanurgus venustus","Bonares","Curro",9,5,2018,3,"15:30:00",7,"nubes",24,48,"moderado",NA,"Cistus","crispus","CCB","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"female",NA,NA,5,8,"Cistus crispus","B"
"1383","Flavipanurgus venustus","Urbanizaciones","Curro",16,5,2018,3,"15:00:00",8,"sol",26,30,"suave",NA,"Cistus","crispus","CCB","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"female",NA,NA,7,74,"Cistus crispus","B"
"1384","Flavipanurgus venustus","Urbanizaciones","Curro",16,5,2018,3,"15:00:00",8,"sol",26,30,"suave",NA,"Cistus","crispus","CCC","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"male",NA,NA,8,57,"Cistus crispus","C"
"1385","Flavipanurgus venustus","Villamanrique_este","Curro",5,6,2018,3,"11:45:00",10,"sol",23,36,"moderado",NA,"Cistus","crispus","CCC","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"female",NA,NA,1,21,"Cistus crispus","C"
"1386","Flavipanurgus venustus","Bonares","Curro",30,4,2019,3,"15:00:00",6,"sol",28,29,"suave",NA,"Cistus","crispus","B","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"female",NA,NA,1,5,"Cistus crispus","B"
"1387","Flavipanurgus venustus","Urbanizaciones","Curro",6,5,2019,3,"12:30:00",7,"sol",27,30,"suave",NA,"Cistus","crispus","A","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"male",NA,NA,6,90,"Cistus crispus","A"
"1388","Flavipanurgus venustus","Pino_del_cuervo","Curro",15,5,2019,3,"11:30:00",8,"sol",26,35,"moderado",NA,"Cistus","crispus","B","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"female",NA,NA,2,21,"Cistus crispus","B"
"1389","Flavipanurgus venustus","Pino_del_cuervo","Curro",15,5,2019,3,"11:30:00",8,"sol",26,35,"moderado",NA,"Cistus","crispus","B","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"female",NA,NA,5,21,"Cistus crispus","B"
"1390","Flavipanurgus venustus","Pino_del_cuervo","Curro",15,5,2019,3,"11:30:00",8,"sol",26,35,"moderado",NA,"Cistus","crispus","C","Hymenoptera","focal",NA,NA,"Flavipanurgus","venustus",NA,"female",NA,NA,2,26,"Cistus crispus","C"
"1391","Halictidae NA","Aznalcazar","Oscar",2,3,2016,5,"11:00:00",1,"sol",17,46,"suave",NA,"Cistus","ladanifer","A","Hymenoptera","focal",NA,"no_captured","Halictidae",NA,NA,"unknown",NA,NA,4,5,"Cistus ladanifer","A"
"1392","Halictus gemmeus","Aznalcazar","Curro",22,2,2019,3,"11:00:00",2,"sol",18,50,"suave",NA,"Salvia","rosmarinus","C","Hymenoptera","focal",NA,"BF1386","Halictus","gemmeus",NA,"female",NA,NA,5,100,"Salvia rosmarinus","C"
"1393","Halictus gemmeus","Bonares","Curro",29,5,2018,3,"10:30:00",9,"sol",17,60,"moderado",NA,"Cistus","crispus","CCA","Hymenoptera","focal",NA,NA,"Halictus","gemmeus",NA,"female",NA,NA,5,22,"Cistus crispus","A"
"1394","Halictus gemmeus","Aznalcazar","Curro",2,2,2018,3,"11:30:00",1,"sol",16.2,31,"moderado",NA,"Salvia","rosmarinus","ROE","Hymenoptera","focal",NA,"BF1224","Halictus","gemmeus",NA,"female",NA,NA,12,100,"Salvia rosmarinus","E"
"1395","Halictus gemmeus","Aznalcazar","Curro",2,2,2018,3,"11:30:00",1,"sol",16.2,31,"moderado",NA,"Salvia","rosmarinus","ROB","Hymenoptera","focal",NA,"BF1223","Halictus","gemmeus",NA,"female",NA,NA,7,230,"Salvia rosmarinus","B"
